annotation_id,image_id,image_file,image_height,image_width,category_id,category_name,bbox_x,bbox_y,bbox_width,bbox_height,area,iscrowd
398,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,9,dedicated-metal-module-box-for-fire-supplementary-fan,5,218,38,27,1026,0
399,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,26,manual-automatic-switching-device,4,275,41,25,1025,0
400,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,8,dedicated-metal-module-box-for-fire-smoke-exhaust-fan,6,559,35,28,980,0
401,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,26,manual-automatic-switching-device,3,624,39,20,780,0
402,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,22,i-o-module,48,562,39,23,897,0
403,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,22,i-o-module,349,559,39,25,975,0
404,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,22,i-o-module,342,391,51,26,1326,0
405,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,35,security-video-intercom-door-machine,358,414,21,35,735,0
406,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,35,security-video-intercom-door-machine,356,584,24,36,864,0
407,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,28,normally-open-smoke-exhaust-valve-with-280-operation,58,585,54,35,1890,0
408,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,1,24V-power-cord,32,354,25,32,800,0
409,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,1,24V-power-cord,32,523,23,31,713,0
410,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,1,24V-power-cord,149,522,27,38,1026,0
411,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,1,24V-power-cord,269,522,26,36,936,0
412,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,1,24V-power-cord,149,354,25,31,775,0
413,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,1,24V-power-cord,269,353,24,34,816,0
414,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,16,fire-fan-manual-control-line,123,137,57,32,1824,0
415,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,16,fire-fan-manual-control-line,266,130,50,39,1950,0
416,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,16,fire-fan-manual-control-line,399,142,57,26,1482,0
417,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,16,fire-fan-manual-control-line,537,131,58,29,1682,0
418,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,16,fire-fan-manual-control-line,541,284,64,42,2688,0
419,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,16,fire-fan-manual-control-line,390,299,61,28,1708,0
420,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,16,fire-fan-manual-control-line,257,294,65,32,2080,0
421,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,16,fire-fan-manual-control-line,125,294,54,30,1620,0
422,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,16,fire-fan-manual-control-line,667,57,32,37,1184,0
423,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,16,fire-fan-manual-control-line,671,188,26,48,1248,0
424,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,16,fire-fan-manual-control-line,667,327,36,48,1728,0
425,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,16,fire-fan-manual-control-line,669,463,35,53,1855,0
426,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,16,fire-fan-manual-control-line,676,608,24,40,960,0
427,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,16,fire-fan-manual-control-line,542,653,48,26,1248,0
428,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,16,fire-fan-manual-control-line,400,656,46,27,1242,0
429,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,16,fire-fan-manual-control-line,265,653,51,26,1326,0
430,17,5-2-2b_PNG.rf.1edd0d6118f47a9967ddab37f4da1c1e.jpg,691,793,16,fire-fan-manual-control-line,118,652,54,26,1404,0
431,18,6-2-3a_PNG.rf.1f744ad678911f296dc6aa833e29a2e7.jpg,569,751,1,24V-power-cord,356,6,23.08,21.54,497.143,0
432,18,6-2-3a_PNG.rf.1f744ad678911f296dc6aa833e29a2e7.jpg,569,751,1,24V-power-cord,476,5,19.23,24.62,473.443,0
433,18,6-2-3a_PNG.rf.1f744ad678911f296dc6aa833e29a2e7.jpg,569,751,1,24V-power-cord,593,5,23.08,24.62,568.23,0
434,18,6-2-3a_PNG.rf.1f744ad678911f296dc6aa833e29a2e7.jpg,569,751,1,24V-power-cord,712,0,20.77,32.31,671.079,0
435,18,6-2-3a_PNG.rf.1f744ad678911f296dc6aa833e29a2e7.jpg,569,751,1,24V-power-cord,142,40,31.54,21.54,679.372,0
436,18,6-2-3a_PNG.rf.1f744ad678911f296dc6aa833e29a2e7.jpg,569,751,1,24V-power-cord,142,156,32.31,21.54,695.957,0
437,18,6-2-3a_PNG.rf.1f744ad678911f296dc6aa833e29a2e7.jpg,569,751,1,24V-power-cord,146,275,22.31,20,446.2,0
438,18,6-2-3a_PNG.rf.1f744ad678911f296dc6aa833e29a2e7.jpg,569,751,1,24V-power-cord,388,174,21.54,26.15,563.271,0
439,18,6-2-3a_PNG.rf.1f744ad678911f296dc6aa833e29a2e7.jpg,569,751,1,24V-power-cord,505,175,24.62,26.15,643.813,0
440,18,6-2-3a_PNG.rf.1f744ad678911f296dc6aa833e29a2e7.jpg,569,751,1,24V-power-cord,624,172,23.08,26.92,621.314,0
441,18,6-2-3a_PNG.rf.1f744ad678911f296dc6aa833e29a2e7.jpg,569,751,2,acousto-optic-alarm,608,208,43.08,26.15,1126.542,0
442,18,6-2-3a_PNG.rf.1f744ad678911f296dc6aa833e29a2e7.jpg,569,751,3,area-display,217,277,36.92,26.15,965.458,0
443,18,6-2-3a_PNG.rf.1f744ad678911f296dc6aa833e29a2e7.jpg,569,751,4,bus-isolation-module,231,38,40.77,28.46,1160.314,0
444,18,6-2-3a_PNG.rf.1f744ad678911f296dc6aa833e29a2e7.jpg,569,751,4,bus-isolation-module,238,207,30,34.62,1038.6,0
445,18,6-2-3a_PNG.rf.1f744ad678911f296dc6aa833e29a2e7.jpg,569,751,5,coded-smoke-detector,299,40,29.23,27.69,809.379,0
446,18,6-2-3a_PNG.rf.1f744ad678911f296dc6aa833e29a2e7.jpg,569,751,5,coded-smoke-detector,290,201,40,38.46,1538.4,0
447,18,6-2-3a_PNG.rf.1f744ad678911f296dc6aa833e29a2e7.jpg,569,751,17,fire-hydrant-button,490,37,33.08,32.31,1068.815,0
448,18,6-2-3a_PNG.rf.1f744ad678911f296dc6aa833e29a2e7.jpg,569,751,17,fire-hydrant-button,491,208,29.23,32.31,944.421,0
449,18,6-2-3a_PNG.rf.1f744ad678911f296dc6aa833e29a2e7.jpg,569,751,25,manual-alarm-button-with-fire-telephone-jack,408,212,30,26.15,784.5,0
450,19,5-1-2b_PNG.rf.210677f61f128012d26cfdbf396a561e.jpg,682,827,1,24V-power-cord,50,181,25,25,625,0
451,19,5-1-2b_PNG.rf.210677f61f128012d26cfdbf396a561e.jpg,682,827,1,24V-power-cord,159,174,29,37,1073,0
452,19,5-1-2b_PNG.rf.210677f61f128012d26cfdbf396a561e.jpg,682,827,1,24V-power-cord,279,174,34,42,1428,0
453,19,5-1-2b_PNG.rf.210677f61f128012d26cfdbf396a561e.jpg,682,827,16,fire-fan-manual-control-line,683,19,32,47,1504,0
454,19,5-1-2b_PNG.rf.210677f61f128012d26cfdbf396a561e.jpg,682,827,16,fire-fan-manual-control-line,682,164,35,49,1715,0
455,19,5-1-2b_PNG.rf.210677f61f128012d26cfdbf396a561e.jpg,682,827,16,fire-fan-manual-control-line,688,295,28,54,1512,0
456,19,5-1-2b_PNG.rf.210677f61f128012d26cfdbf396a561e.jpg,682,827,16,fire-fan-manual-control-line,677,437,43,41,1763,0
457,19,5-1-2b_PNG.rf.210677f61f128012d26cfdbf396a561e.jpg,682,827,16,fire-fan-manual-control-line,677,582,50,55,2750,0
458,19,5-1-2b_PNG.rf.210677f61f128012d26cfdbf396a561e.jpg,682,827,22,i-o-module,360,212,45,31,1395,0
459,19,5-1-2b_PNG.rf.210677f61f128012d26cfdbf396a561e.jpg,682,827,35,security-video-intercom-door-machine,374,243,18,26,468,0
460,20,2-1-1b_PNG.rf.20d6ed7ecd9a0b504b41b96b80c2fd87.jpg,690,900,31,pressure-switch-flow-switch-start-pump-line,448,138,54.17,27.5,1489.675,0
461,20,2-1-1b_PNG.rf.20d6ed7ecd9a0b504b41b96b80c2fd87.jpg,690,900,22,i-o-module,142,55,42.5,23.33,991.525,0
462,20,2-1-1b_PNG.rf.20d6ed7ecd9a0b504b41b96b80c2fd87.jpg,690,900,41,water-flow-indicator,243,78,28.33,22.5,637.425,0
463,20,2-1-1b_PNG.rf.20d6ed7ecd9a0b504b41b96b80c2fd87.jpg,690,900,33,safety-signal-valve,273,76,32.5,20,650,0
464,20,2-1-1b_PNG.rf.20d6ed7ecd9a0b504b41b96b80c2fd87.jpg,690,900,23,input-module,310,53,25.83,23.33,602.614,0
465,20,2-1-1b_PNG.rf.20d6ed7ecd9a0b504b41b96b80c2fd87.jpg,690,900,23,input-module,348,56,25,20,500,0
466,20,2-1-1b_PNG.rf.20d6ed7ecd9a0b504b41b96b80c2fd87.jpg,690,900,22,i-o-module,11,400,33.33,18.33,610.939,0
467,20,2-1-1b_PNG.rf.20d6ed7ecd9a0b504b41b96b80c2fd87.jpg,690,900,22,i-o-module,133,396,42.5,25.83,1097.775,0
468,20,2-1-1b_PNG.rf.20d6ed7ecd9a0b504b41b96b80c2fd87.jpg,690,900,8,dedicated-metal-module-box-for-fire-smoke-exhaust-fan,88,392,40,33.33,1333.2,0
469,20,2-1-1b_PNG.rf.20d6ed7ecd9a0b504b41b96b80c2fd87.jpg,690,900,9,dedicated-metal-module-box-for-fire-supplementary-fan,88,566,40,32.5,1300,0
470,20,2-1-1b_PNG.rf.20d6ed7ecd9a0b504b41b96b80c2fd87.jpg,690,900,23,input-module,45,569,31.67,23.33,738.861,0
471,20,2-1-1b_PNG.rf.20d6ed7ecd9a0b504b41b96b80c2fd87.jpg,690,900,26,manual-automatic-switching-device,89,457,39.17,26.67,1044.664,0
472,20,2-1-1b_PNG.rf.20d6ed7ecd9a0b504b41b96b80c2fd87.jpg,690,900,28,normally-open-smoke-exhaust-valve-with-280-operation,147,424,49.17,29.17,1434.289,0
473,20,2-1-1b_PNG.rf.20d6ed7ecd9a0b504b41b96b80c2fd87.jpg,690,900,29,normally-open-smoke-exhaust-valve-with-70-operation,52,596,44.17,27.5,1214.675,0
474,20,2-1-1b_PNG.rf.20d6ed7ecd9a0b504b41b96b80c2fd87.jpg,690,900,26,manual-automatic-switching-device,90,632,40,20.83,833.2,0
475,20,2-1-1b_PNG.rf.20d6ed7ecd9a0b504b41b96b80c2fd87.jpg,690,900,1,24V-power-cord,8,533,22.5,28.33,637.425,0
476,20,2-1-1b_PNG.rf.20d6ed7ecd9a0b504b41b96b80c2fd87.jpg,690,900,1,24V-power-cord,29,358,27.5,29.17,802.175,0
477,20,2-1-1b_PNG.rf.20d6ed7ecd9a0b504b41b96b80c2fd87.jpg,690,900,1,24V-power-cord,34,23,27.5,26.67,733.425,0
478,20,2-1-1b_PNG.rf.20d6ed7ecd9a0b504b41b96b80c2fd87.jpg,690,900,16,fire-fan-manual-control-line,218,483,45.83,35.83,1642.089,0
479,20,2-1-1b_PNG.rf.20d6ed7ecd9a0b504b41b96b80c2fd87.jpg,690,900,16,fire-fan-manual-control-line,344,487,60,29.17,1750.2,0
480,20,2-1-1b_PNG.rf.20d6ed7ecd9a0b504b41b96b80c2fd87.jpg,690,900,16,fire-fan-manual-control-line,474,480,65,37.5,2437.5,0
481,20,2-1-1b_PNG.rf.20d6ed7ecd9a0b504b41b96b80c2fd87.jpg,690,900,16,fire-fan-manual-control-line,615,483,66.67,31.67,2111.439,0
482,20,2-1-1b_PNG.rf.20d6ed7ecd9a0b504b41b96b80c2fd87.jpg,690,900,16,fire-fan-manual-control-line,203,655,63.33,34.17,2163.986,0
483,20,2-1-1b_PNG.rf.20d6ed7ecd9a0b504b41b96b80c2fd87.jpg,690,900,16,fire-fan-manual-control-line,352,658,50,30.83,1541.5,0
484,20,2-1-1b_PNG.rf.20d6ed7ecd9a0b504b41b96b80c2fd87.jpg,690,900,16,fire-fan-manual-control-line,484,652,57.5,34.17,1964.775,0
485,20,2-1-1b_PNG.rf.20d6ed7ecd9a0b504b41b96b80c2fd87.jpg,690,900,16,fire-fan-manual-control-line,626,653,52.5,32.5,1706.25,0
486,20,2-1-1b_PNG.rf.20d6ed7ecd9a0b504b41b96b80c2fd87.jpg,690,900,16,fire-fan-manual-control-line,753,571,40,55,2200,0
487,21,11-2-4b_PNG.rf.23cde1a7b7db5f3d1a93d3dd2176a8b3.jpg,635,745,1,24V-power-cord,79,212,35.45,40.91,1450.259,0
488,21,11-2-4b_PNG.rf.23cde1a7b7db5f3d1a93d3dd2176a8b3.jpg,635,745,1,24V-power-cord,269,208,33.64,45.45,1528.938,0
489,21,11-2-4b_PNG.rf.23cde1a7b7db5f3d1a93d3dd2176a8b3.jpg,635,745,1,24V-power-cord,449,210,47.27,43.64,2062.863,0
490,21,11-2-4b_PNG.rf.23cde1a7b7db5f3d1a93d3dd2176a8b3.jpg,635,745,26,manual-automatic-switching-device,40,319,58.18,63.64,3702.575,0
491,21,11-2-4b_PNG.rf.23cde1a7b7db5f3d1a93d3dd2176a8b3.jpg,635,745,12,emergency-manual-start-stop-button,134,322,75.45,68.18,5144.181,0
492,21,11-2-4b_PNG.rf.23cde1a7b7db5f3d1a93d3dd2176a8b3.jpg,635,745,22,i-o-module,258,323,89.09,47.27,4211.284,0
493,21,11-2-4b_PNG.rf.23cde1a7b7db5f3d1a93d3dd2176a8b3.jpg,635,745,22,i-o-module,580,312,105.45,55.45,5847.203,0
494,21,11-2-4b_PNG.rf.23cde1a7b7db5f3d1a93d3dd2176a8b3.jpg,635,745,30,normally-open-smoke-exhaust-valve-with-70-operation-closed-in-case-of-fire,283,409,99.09,60,5945.4,0
495,22,1-1-3a_PNG.rf.217c605af041cc181a4e9dc26d11293c.jpg,462,779,1,24V-power-cord,164,47,20,17.33,346.6,0
496,22,1-1-3a_PNG.rf.217c605af041cc181a4e9dc26d11293c.jpg,462,779,1,24V-power-cord,144,59,22.67,22,498.74,0
497,22,1-1-3a_PNG.rf.217c605af041cc181a4e9dc26d11293c.jpg,462,779,1,24V-power-cord,165,163,17.33,18.67,323.551,0
498,22,1-1-3a_PNG.rf.217c605af041cc181a4e9dc26d11293c.jpg,462,779,1,24V-power-cord,141,176,28,20.67,578.76,0
499,22,1-1-3a_PNG.rf.217c605af041cc181a4e9dc26d11293c.jpg,462,779,1,24V-power-cord,163,282,21.33,18,383.94,0
500,22,1-1-3a_PNG.rf.217c605af041cc181a4e9dc26d11293c.jpg,462,779,1,24V-power-cord,145,296,22.67,18,408.06,0
501,22,1-1-3a_PNG.rf.217c605af041cc181a4e9dc26d11293c.jpg,462,779,1,24V-power-cord,373,10,23.33,25.33,590.949,0
502,22,1-1-3a_PNG.rf.217c605af041cc181a4e9dc26d11293c.jpg,462,779,1,24V-power-cord,491,11,24,23.33,559.92,0
503,22,1-1-3a_PNG.rf.217c605af041cc181a4e9dc26d11293c.jpg,462,779,1,24V-power-cord,612,11,22,24.67,542.74,0
504,22,1-1-3a_PNG.rf.217c605af041cc181a4e9dc26d11293c.jpg,462,779,1,24V-power-cord,727,10,24,26.67,640.08,0
505,22,1-1-3a_PNG.rf.217c605af041cc181a4e9dc26d11293c.jpg,462,779,1,24V-power-cord,382,183,18,22,396,0
506,22,1-1-3a_PNG.rf.217c605af041cc181a4e9dc26d11293c.jpg,462,779,1,24V-power-cord,498,182,20,24.67,493.4,0
507,22,1-1-3a_PNG.rf.217c605af041cc181a4e9dc26d11293c.jpg,462,779,1,24V-power-cord,618,179,18,30,540,0
508,22,1-1-3a_PNG.rf.217c605af041cc181a4e9dc26d11293c.jpg,462,779,1,24V-power-cord,735,184,19.33,24.67,476.871,0
509,22,1-1-3a_PNG.rf.217c605af041cc181a4e9dc26d11293c.jpg,462,779,3,area-display,232,288,33.33,18.33,610.939,0
510,22,1-1-3a_PNG.rf.217c605af041cc181a4e9dc26d11293c.jpg,462,779,4,bus-isolation-module,258,47,23.33,23.33,544.289,0
511,22,1-1-3a_PNG.rf.217c605af041cc181a4e9dc26d11293c.jpg,462,779,4,bus-isolation-module,258,216,22.78,26.11,594.786,0
512,22,1-1-3a_PNG.rf.217c605af041cc181a4e9dc26d11293c.jpg,462,779,5,coded-smoke-detector,314,46,28.33,26.67,755.561,0
513,22,1-1-3a_PNG.rf.217c605af041cc181a4e9dc26d11293c.jpg,462,779,5,coded-smoke-detector,313,216,28.89,28.33,818.454,0
514,22,1-1-3a_PNG.rf.217c605af041cc181a4e9dc26d11293c.jpg,462,779,17,fire-hydrant-button,511,47,26.11,25,652.75,0
515,22,1-1-3a_PNG.rf.217c605af041cc181a4e9dc26d11293c.jpg,462,779,17,fire-hydrant-button,508,216,27.78,30.56,848.957,0
516,22,1-1-3a_PNG.rf.217c605af041cc181a4e9dc26d11293c.jpg,462,779,25,manual-alarm-button-with-fire-telephone-jack,426,45,26.67,26.11,696.354,0
517,22,1-1-3a_PNG.rf.217c605af041cc181a4e9dc26d11293c.jpg,462,779,25,manual-alarm-button-with-fire-telephone-jack,424,214,28.33,31.11,881.346,0
518,22,1-1-3a_PNG.rf.217c605af041cc181a4e9dc26d11293c.jpg,462,779,24,light-display,564,47,39.44,26.11,1029.778,0
519,22,1-1-3a_PNG.rf.217c605af041cc181a4e9dc26d11293c.jpg,462,779,2,acousto-optic-alarm,628,44,35,26.11,913.85,0
520,22,1-1-3a_PNG.rf.217c605af041cc181a4e9dc26d11293c.jpg,462,779,2,acousto-optic-alarm,624,215,43.33,28.89,1251.804,0
521,22,1-1-3a_PNG.rf.217c605af041cc181a4e9dc26d11293c.jpg,462,779,22,i-o-module,740,49,29.44,18.89,556.122,0
522,23,7-2-1b_PNG.rf.23ffb9a518d1b30b527e3fcd4daa7b8d.jpg,685,801,1,24V-power-cord,10,11,26,24,624,0
523,23,7-2-1b_PNG.rf.23ffb9a518d1b30b527e3fcd4daa7b8d.jpg,685,801,1,24V-power-cord,121,3,39,48,1872,0
524,23,7-2-1b_PNG.rf.23ffb9a518d1b30b527e3fcd4daa7b8d.jpg,685,801,1,24V-power-cord,238,5,31,36,1116,0
525,23,7-2-1b_PNG.rf.23ffb9a518d1b30b527e3fcd4daa7b8d.jpg,685,801,16,fire-fan-manual-control-line,126,304,44,27,1188,0
526,23,7-2-1b_PNG.rf.23ffb9a518d1b30b527e3fcd4daa7b8d.jpg,685,801,16,fire-fan-manual-control-line,263,308,49,28,1372,0
527,23,7-2-1b_PNG.rf.23ffb9a518d1b30b527e3fcd4daa7b8d.jpg,685,801,16,fire-fan-manual-control-line,388,298,65,34,2210,0
528,23,7-2-1b_PNG.rf.23ffb9a518d1b30b527e3fcd4daa7b8d.jpg,685,801,16,fire-fan-manual-control-line,543,299,47,39,1833,0
529,23,7-2-1b_PNG.rf.23ffb9a518d1b30b527e3fcd4daa7b8d.jpg,685,801,16,fire-fan-manual-control-line,664,401,37,49,1813,0
530,23,7-2-1b_PNG.rf.23ffb9a518d1b30b527e3fcd4daa7b8d.jpg,685,801,16,fire-fan-manual-control-line,663,546,38,44,1672,0
531,23,7-2-1b_PNG.rf.23ffb9a518d1b30b527e3fcd4daa7b8d.jpg,685,801,16,fire-fan-manual-control-line,119,647,52,29,1508,0
532,23,7-2-1b_PNG.rf.23ffb9a518d1b30b527e3fcd4daa7b8d.jpg,685,801,16,fire-fan-manual-control-line,265,640,48,37,1776,0
533,23,7-2-1b_PNG.rf.23ffb9a518d1b30b527e3fcd4daa7b8d.jpg,685,801,16,fire-fan-manual-control-line,391,648,71,30,2130,0
534,23,7-2-1b_PNG.rf.23ffb9a518d1b30b527e3fcd4daa7b8d.jpg,685,801,16,fire-fan-manual-control-line,533,642,60,34,2040,0
535,23,7-2-1b_PNG.rf.23ffb9a518d1b30b527e3fcd4daa7b8d.jpg,685,801,22,i-o-module,293,46,45,23,1035,0
536,23,7-2-1b_PNG.rf.23ffb9a518d1b30b527e3fcd4daa7b8d.jpg,685,801,39,video-intercom-card-reader,301,68,32,29,928,0
537,23,7-2-1b_PNG.rf.23ffb9a518d1b30b527e3fcd4daa7b8d.jpg,685,801,9,dedicated-metal-module-box-for-fire-supplementary-fan,1,211,42,33,1386,0
538,23,7-2-1b_PNG.rf.23ffb9a518d1b30b527e3fcd4daa7b8d.jpg,685,801,9,dedicated-metal-module-box-for-fire-supplementary-fan,1,552,39,36,1404,0
539,23,7-2-1b_PNG.rf.23ffb9a518d1b30b527e3fcd4daa7b8d.jpg,685,801,26,manual-automatic-switching-device,0,270,42,35,1470,0
540,23,7-2-1b_PNG.rf.23ffb9a518d1b30b527e3fcd4daa7b8d.jpg,685,801,26,manual-automatic-switching-device,3,616,36,27,972,0
541,24,4-2-1b_PNG.rf.24aa8e137a58ae37a591be660c2723ec.jpg,690,766,1,24V-power-cord,0,50,18,33,594,0
542,24,4-2-1b_PNG.rf.24aa8e137a58ae37a591be660c2723ec.jpg,690,766,1,24V-power-cord,106,53,36,30,1080,0
543,24,4-2-1b_PNG.rf.24aa8e137a58ae37a591be660c2723ec.jpg,690,766,1,24V-power-cord,231,53,24,23,552,0
544,24,4-2-1b_PNG.rf.24aa8e137a58ae37a591be660c2723ec.jpg,690,766,1,24V-power-cord,344,46,33,32,1056,0
545,24,4-2-1b_PNG.rf.24aa8e137a58ae37a591be660c2723ec.jpg,690,766,1,24V-power-cord,461,50,40,31,1240,0
546,24,4-2-1b_PNG.rf.24aa8e137a58ae37a591be660c2723ec.jpg,690,766,1,24V-power-cord,12,226,37,27,999,0
547,24,4-2-1b_PNG.rf.24aa8e137a58ae37a591be660c2723ec.jpg,690,766,1,24V-power-cord,128,221,38,39,1482,0
548,24,4-2-1b_PNG.rf.24aa8e137a58ae37a591be660c2723ec.jpg,690,766,1,24V-power-cord,252,218,37,37,1369,0
549,24,4-2-1b_PNG.rf.24aa8e137a58ae37a591be660c2723ec.jpg,690,766,27,metal-modular-box,359,258,32,24,768,0
550,24,4-2-1b_PNG.rf.24aa8e137a58ae37a591be660c2723ec.jpg,690,766,31,pressure-switch-flow-switch-start-pump-line,354,131,71,29,2059,0
551,24,4-2-1b_PNG.rf.24aa8e137a58ae37a591be660c2723ec.jpg,690,766,31,pressure-switch-flow-switch-start-pump-line,296,174,56,29,1624,0
552,24,4-2-1b_PNG.rf.24aa8e137a58ae37a591be660c2723ec.jpg,690,766,31,pressure-switch-flow-switch-start-pump-line,433,173,51,28,1428,0
553,24,4-2-1b_PNG.rf.24aa8e137a58ae37a591be660c2723ec.jpg,690,766,23,input-module,217,88,35,24,840,0
554,24,4-2-1b_PNG.rf.24aa8e137a58ae37a591be660c2723ec.jpg,690,766,26,manual-automatic-switching-device,540,129,46,25,1150,0
555,24,4-2-1b_PNG.rf.24aa8e137a58ae37a591be660c2723ec.jpg,690,766,26,manual-automatic-switching-device,543,174,44,19,836,0
556,24,4-2-1b_PNG.rf.24aa8e137a58ae37a591be660c2723ec.jpg,690,766,16,fire-fan-manual-control-line,88,519,50,33,1650,0
557,24,4-2-1b_PNG.rf.24aa8e137a58ae37a591be660c2723ec.jpg,690,766,16,fire-fan-manual-control-line,221,518,62,35,2170,0
558,24,4-2-1b_PNG.rf.24aa8e137a58ae37a591be660c2723ec.jpg,690,766,16,fire-fan-manual-control-line,364,517,48,31,1488,0
559,24,4-2-1b_PNG.rf.24aa8e137a58ae37a591be660c2723ec.jpg,690,766,16,fire-fan-manual-control-line,489,521,62,26,1612,0
560,24,4-2-1b_PNG.rf.24aa8e137a58ae37a591be660c2723ec.jpg,690,766,16,fire-fan-manual-control-line,627,637,34,48,1632,0
561,24,4-2-1b_PNG.rf.24aa8e137a58ae37a591be660c2723ec.jpg,690,766,7,dedicated-metal-module-box-for-fire-pump,493,85,45,30,1350,0
562,24,4-2-1b_PNG.rf.24aa8e137a58ae37a591be660c2723ec.jpg,690,766,7,dedicated-metal-module-box-for-fire-pump,544,88,41,27,1107,0
563,24,4-2-1b_PNG.rf.24aa8e137a58ae37a591be660c2723ec.jpg,690,766,22,i-o-module,10,431,40,25,1000,0
564,24,4-2-1b_PNG.rf.24aa8e137a58ae37a591be660c2723ec.jpg,690,766,28,normally-open-smoke-exhaust-valve-with-280-operation,19,455,63,35,2205,0
565,24,4-2-1b_PNG.rf.24aa8e137a58ae37a591be660c2723ec.jpg,690,766,19,fire-water-pump-manual-control-line,691,263,26,45,1170,0
566,24,4-2-1b_PNG.rf.24aa8e137a58ae37a591be660c2723ec.jpg,690,766,19,fire-water-pump-manual-control-line,670,268,23,39,897,0
567,24,4-2-1b_PNG.rf.24aa8e137a58ae37a591be660c2723ec.jpg,690,766,19,fire-water-pump-manual-control-line,690,403,20,45,900,0
568,24,4-2-1b_PNG.rf.24aa8e137a58ae37a591be660c2723ec.jpg,690,766,19,fire-water-pump-manual-control-line,665,404,25,45,1125,0
569,24,4-2-1b_PNG.rf.24aa8e137a58ae37a591be660c2723ec.jpg,690,766,19,fire-water-pump-manual-control-line,691,539,22,49,1078,0
570,24,4-2-1b_PNG.rf.24aa8e137a58ae37a591be660c2723ec.jpg,690,766,19,fire-water-pump-manual-control-line,672,542,21,45,945,0
571,25,9-1-3a_PNG.rf.25ea3e75c2e034e03f6b240d2f67013d.jpg,585,808,1,24V-power-cord,393,33,23.33,26.67,622.211,0
572,25,9-1-3a_PNG.rf.25ea3e75c2e034e03f6b240d2f67013d.jpg,585,808,1,24V-power-cord,509,29,21.67,31.67,686.289,0
573,25,9-1-3a_PNG.rf.25ea3e75c2e034e03f6b240d2f67013d.jpg,585,808,1,24V-power-cord,625,31,26.67,36.67,977.989,0
574,25,9-1-3a_PNG.rf.25ea3e75c2e034e03f6b240d2f67013d.jpg,585,808,1,24V-power-cord,741,27,29.17,37.5,1093.875,0
575,25,9-1-3a_PNG.rf.25ea3e75c2e034e03f6b240d2f67013d.jpg,585,808,1,24V-power-cord,152,16,21.67,18.33,397.211,0
576,25,9-1-3a_PNG.rf.25ea3e75c2e034e03f6b240d2f67013d.jpg,585,808,1,24V-power-cord,134,26,19.17,15.83,303.461,0
